ID,CATID,RA,DEC,FIELD,KRON_RADIUS,A_IMAGE,B_IMAGE,THETA_IMAGE,RH_F200W,FWHM_F200W,FLUX_115,FLUXERR_115,FLUX_150,FLUXERR_150,FLUX_200,FLUXERR_200,FLUX_277,FLUXERR_277,FLUX_356,FLUXERR_356,FLUX_410,FLUXERR_410,FLUX_444,FLUXERR_444,FLUX_606,FLUXERR_606,FLUX_814,FLUXERR_814,FLUX_105,FLUXERR_105,FLUX_125,FLUXERR_125,FLUX_140,FLUXERR_140,FLUX_160,FLUXERR_160,c_Hmag,c_zbest,c_zspec,c_mass,c_sfrtot,c_U,c_V,c_J,c_gf_phy_re_h,c_zhu_sig1,c_ACS_F606W_FLUX,c_ACS_F606W_FLUXERR,c_ACS_F814W_FLUX,c_ACS_F814W_FLUXERR,c_WFC3_F140W_FLUX,c_WFC3_F140W_FLUXERR,c_WFC3_F125W_FLUX,c_WFC3_F125W_FLUXERR,c_WFC3_F160W_FLUX,c_WFC3_F160W_FLUXERR,sepmos,Kmag,m_zspec,m_zspec_zqual,m_zspec_use,id_2,ra,dec,z_spec,nusefilt,z_ml,z_ml_chi2,z_ml_risk,z_phot,z_phot_chi2,z_phot_risk,z_min_risk,min_risk,z_raw_chi2,raw_chi2,z025,z160,z500,z840,z975,restU,restU_err,restB,restB_err,restV,restV_err,restJ,restJ_err,dL,Lv,mass,sfr,LIR,energy_abs,Av,lw_age_V,MLv,UV,VJ,lmass,ZA_finkelstein,ZPEAK_finkelstein,fullname,fullname_v02,id,fast_z,fast_ltau,fast_metal,fast_lage,fast_Av,fast_lmass,fast_lsfr,fast_lssfr,fast_la2t,fast_chi2,with_miri,excess,flag,F115W_MAG,F115W_MAG_ERR,F115W_RE,F115W_RE_ERR,F115W_N,F115W_N_ERR,F115W_Q,F115W_Q_ERR,F115W_PA,F115W_PA_ERR,F115W_FLAG,F150W_MAG,F150W_MAG_ERR,F150W_RE,F150W_RE_ERR,F150W_N,F150W_N_ERR,F150W_Q,F150W_Q_ERR,F150W_PA,F150W_PA_ERR,F150W_FLAG,F200W_MAG,F200W_MAG_ERR,F200W_RE,F200W_RE_ERR,F200W_N,F200W_N_ERR,F200W_Q,F200W_Q_ERR,F200W_PA,F200W_PA_ERR,F200W_FLAG,F277W_MAG,F277W_MAG_ERR,F277W_RE,F277W_RE_ERR,F277W_N,F277W_N_ERR,F277W_Q,F277W_Q_ERR,F277W_PA,F277W_PA_ERR,F277W_FLAG,F356W_MAG,F356W_MAG_ERR,F356W_RE,F356W_RE_ERR,F356W_N,F356W_N_ERR,F356W_Q,F356W_Q_ERR,F356W_PA,F356W_PA_ERR,F356W_FLAG,F444W_MAG,F444W_MAG_ERR,F444W_RE,F444W_RE_ERR,F444W_N,F444W_N_ERR,F444W_Q,F444W_Q_ERR,F444W_PA,F444W_PA_ERR,F444W_FLAG,lgSigma1,nSigma1,beta,beta_dark,lmass_p
62854,11812,214.8870721,52.82938978,6,1.6,5.818,4.887,37.64,4.615,11.32,723.7559308,6.592578201,1110.911795,8.860108627,2092.976462,9.375400606,2599.167649,8.754303707,2924.031218,9.054991096,3490.378148,15.9204124,3656.009025,10.10866488,303.4308021,17.96866763,480.7741991,41.69882569,0,4.81E+13,765.3910878,22.48808908,808.7507205,18.662978,1057.095653,54.68463766,23.3502,3.258,-1,10.52,125.307,-22.330977,-23.091035,-23.550092,1.763680659,-99,589.002755,21.9875828,886.211416,40.37193,1352.97428,64.7376006,1184.36621,39.0505399,1659.33002,38.7439849,0.160014781,23.09808914,1.00E+20,999999,1.00E+20,62854,214.8870721,52.82938978,-1,12,3.235191,18.678717,0.002963653,3.235191,18.678717,0.002963653,3.2629027,0.003798744,3.2204862,19.005909,3.1839967,3.2078807,3.2393847,3.2808,3.3128624,1158.3318,15.099304,1983.1249,297.89417,2257.839,132.4867,3993.565,955.56226,27828.4752,70603999445,31126793003,14.33475285,70714342913,0,0.602710866,-99,0.440864445,0.7246501,0.6191695,10.49313438,3.31,3.33582981,nircam6-11812,nircam6-8773,62854,3.24,8.3,0.02,8.6,0.6,10.38,1.44,-8.94,0.3,62.8,0,15.10516252,1,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,3,24.5733,0.0431,0.154935,0.005247,1.7368,0.0666,0.7405,0.0072,26.896797,1.8025,1,24.015,0.0082,0.136518,0.000864,0.8252,0.0079,0.5251,0.0026,-0.5171013,0.4189,1,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,3,23.5633,0.0203,0.169701,0.000987,1.732,0.0128,0.7918,0.0038,-7.113701,1.3198,1,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,3,nan,nan,-1.07E+00,-1.188764734,10.21028133
65123,3991,215.1002467,52.96726614,7,1.6,10.485,6.171,-76.9,4.676,4.11,267.0517054,7.338076579,541.1268386,11.86609924,1381.744753,15.34043593,2038.817551,14.83605562,2238.276866,9.297836551,2577.203271,18.76517522,2774.953276,14.29361688,93.55674893,25.1196466,205.7249547,57.31605214,171.1984863,40.07878939,260.5776651,41.01754904,0,1.47E+13,524.0467497,98.32593909,24.7828,3.121,-1,10.07,41.6548,-20.556138,-21.473164,-22.778345,3.41279058,-99,76.8378396,12.8117558,158.711126,19.1165911,-99000,-99000,241.605609,28.4652088,443.479946,38.0199967,0.083674444,23.54893044,1.00E+20,999999,1.00E+20,65123,215.1002467,52.96726614,-1,11,3.2872405,3.010267,0.011168183,3.2872405,3.010267,0.011168183,3.3057456,0.010950114,3.3057456,3.072555,3.185489,3.2318764,3.2954476,3.3711417,3.4427235,597.43036,25.994202,1200.648,298.66293,1693.9926,105.620605,3148.5576,1233.8457,28365.78999,54369324273,37981235834,9.912099731,50478318921,0,0.406153152,-99,0.698578405,1.1315606,0.6730003,10.57956909,3.28,3.316097163,nircam7-3991,nircam7--1,65123,3.29,8.3,0.02,8.9,0.3,10.44,0.62,-9.82,0.6,29.2,0,2.421875,0,25.1674,0.0679,0.31326598,0.050750997,8,0.6749,0.5153,0.0179,-33.4429,1.4357,0,24.023,0.0583,0.664269,0.08821199,8,0.4522,0.5638,0.0129,-38.7085,1.1428,1,23.0792,0.0194,0.569817,0.026004,8,0.1737,0.5518,0.0048,-34.9662,0.4142,0,22.7986,0.0075,0.385686,0.00711,8,0.0949,0.5145,0.0024,-38.725502,0.1872,0,22.8127,0.0047,0.282603,0.003237,7.6549,0.0679,0.5238,0.0019,-37.9926,0.1473,0,22.6168,0.0075,0.248703,0.004515,7.8581,0.1149,0.5526,0.0032,-37.201,0.2616,0,9.66E+00,3.80E-01,-3.72E-01,-99,10.91219497
65258,4148,215.1223279,52.9810767,7,1.6,10.464,7.37,11.94,7.162,20.57,985.2933173,7.990095195,2095.542595,12.51413585,2851.210852,13.43228899,3678.20309,12.84137785,4464.950159,9.097575385,4916.197563,19.81683456,5378.662834,16.05998483,411.6303869,29.19780873,511.1364953,69.58604129,0,6.80E+13,1125.508606,36.04225172,0,1.59E+13,1997.429015,91.00200424,23.1263,2.606,-1,10.4,101.582,-21.578094,-22.469741,-23.190647,2.648197216,-99,457.444583,24.3863831,527.177977,37.6148059,-99000,-99000,1197.59195,40.4537234,2039.28583,38.2886054,0.066280368,22.76242666,1.00E+20,999999,1.00E+20,65258,215.1223279,52.9810767,-1,11,2.538333,4.3300047,0.038628906,2.538333,4.3300047,0.038628906,2.5252464,0.037285786,2.3870194,4.163813,2.3218517,2.3874798,2.5386603,2.631663,2.670755,1287.4949,47.518127,2212.2175,85.92749,2782.8484,104.00061,5375.769,52.825684,20772.34825,58035348008,29142246110,26.31188087,1.40E+11,0,0.623445856,-99,0.502146487,0.83686006,0.7148777,10.46452302,2.26,2.318301637,nircam7-4148,nircam7--1,65258,2.54,8.7,0.02,8.7,0.8,10.34,1.57,-8.77,0,108,0,24.48210923,1,23.8372,0.007,0.330867,0.003489,1.0717,0.0145,0.746,0.0051,42.667297,1.0056,0,23.1033,0.004,0.284142,0.00183,0.9877,0.0094,0.8202,0.0036,55.522797,0.9665,0,22.7555,0.0027,0.288504,0.00126,1.0678,0.0072,0.7681,0.0024,61.1026,0.5023,0,22.5066,0.0013,0.274254,0.000648,1.0967,0.0048,0.7258,0.0014,57.935402,0.2309,0,22.3109,0.0009,0.264285,0.000435,1.2071,0.0042,0.6971,0.0011,58.956398,0.1583,0,22.1129,0.0015,0.25905898,0.000651,1.3262,0.0056,0.6824,0.0014,60.042603,0.1969,0,9.30E+00,2.16E-01,-4.59E-01,-0.932126741,10.76259846
66829,5934,215.0658449,52.93295198,7,1.6,12.13,8.627,-56.84,4.141,3.98,271.0783924,9.893704338,600.8714739,17.68292984,2359.281319,29.73993366,3176.508875,21.56690429,3591.580498,13.91359619,4154.628325,32.15869042,4393.666366,21.39592202,34.60956948,37.04352568,129.0527405,75.14048536,8.52E-37,8.05E+13,312.9129661,45.84426136,446.0564991,25.13812603,660.4015235,99.90044998,24.2663,3.203,-1,10.68,118.093,-21.191022,-22.63627,-23.403,8.151165645,-99,47.1930878,19.393745,149.216953,24.7249806,498.948073,59.0949001,356.850443,33.7074552,713.622044,39.7777931,0.061910324,22.96805068,1.00E+20,999999,1.00E+20,66829,215.0658449,52.93295198,-1,12,3.4220126,38.428143,0.00279984,3.4220126,38.428143,0.00279984,3.436875,0.002976817,3.436875,38.685974,3.3664255,3.3931653,3.4247336,3.462071,3.5025985,807.41754,25.840393,2189.8123,50.072998,2846.0767,47.489746,4926.3623,1395.8307,29762.92791,97500873050,74492276915,0.203107259,12364960881,0,0.295401274,-99,0.764016512,1.367871,0.59569937,10.87211125,3.43,3.51462932,nircam7-5934,nircam7--1,66829,3.42,8.3,0.02,9,0.1,10.71,0.45,-10.26,0.7,21.4,0,1.315789474,0,24.9912,0.0719,0.429699,0.072758995,8,0.6406,0.4431,0.0154,-22.443,1.129,0,24.1627,0.0071,0.40034097,0.006342,8,0.1053,0.4646,0.0012,-19.9623,0.0311,0,22.9116,0.0046,0.21681,0.002241,8,0.0474,0.5132,0.0009,-19.3973,0.0111,0,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,3,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,3,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,3,nan,nan,-5.99E-01,-99,10.99811564
67542,6731,215.1326847,52.97680706,7,1.6,8.627,4.768,13.86,5.623,16.43,259.2465765,4.564503889,547.2443508,7.932398432,1252.585522,9.617386081,2676.390147,12.51690696,4276.656918,9.842474737,5709.340516,22.39823739,6510.289746,17.35013421,67.72931972,22.5659994,103.4262345,48.33471468,0,4.74E+13,313.9845757,27.4323802,0,1.12E+13,524.2545074,59.01485749,24.3333,2.049,-1,9.99,79.6321,-19.312227,-20.63944,-22.712271,3.564080568,8.783,61.530331,17.5115806,112.189763,20.9496377,-99000,-99000,387.557636,29.6615538,670.937695,36.6412159,0.027782451,23.65548153,1.00E+20,999999,1.00E+20,67542,215.1326847,52.97680706,-1,11,3.0415435,3.3619516,0.010177957,3.0415435,3.3619516,0.010177957,3.0146506,0.011070601,3.0549986,3.386327,2.9018357,2.977932,3.0377307,3.095945,3.1442478,494.27808,9.915268,914.03436,25.56659,1553.6007,154.06091,7938.427,578.84644,25841.06151,43897864189,80679763389,43.81702953,2.76E+11,0,1.720822257,-99,1.837897239,1.2434201,1.7709876,10.90676462,3.19,3.354788328,nircam7-6731,nircam7--1,67542,3.04,8.9,0.02,8.3,2.4,10.6,2.37,-8.23,-0.6,59.8,0,-31.13207547,0,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,3,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,3,23.3838,0.002,0.208845,0.000594,2.913,0.0084,0.6858,0.0002,31.376404,0.018,0,22.7522,0.0005,0.245166,0.000192,2.6267,0.003,0.3084,0.0001,53.915703,0.0007,0,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,3,21.9198,0.0012,0.173004,0.000348,2.7298,0.0148,0.2686,0.001,53.2415,0.0571,0,1.00E+01,4.08E-01,5.53E-02,-99,10.99767999
67905,7154,215.0725977,52.93323127,7,1.6,7.252,6.359,-12.47,4.024,3.96,227.8892703,5.710668518,738.5234894,11.35360251,1753.276483,13.66457254,3369.851623,13.85126932,6249.194362,11.70245418,8460.377005,27.6657589,9143.197837,20.13041815,11.70565584,21.02077237,35.23544708,43.13194221,4.77E-34,4.67E+13,286.4981314,24.5696722,538.5658045,14.88833551,718.8613253,59.03865846,24.0761,2.473,-1,10.98,412.724,-19.928777,-21.501293,-23.627735,0.878548486,9.929,7.21433216,15.5309379,63.0408941,17.6450191,615.580412,51.7114512,338.184892,28.5720317,850.245042,34.9785145,0.11791605,23.29037398,1.00E+20,999999,1.00E+20,67905,215.0725977,52.93323127,-1,12,2.8098123,61.692,0.01245949,2.8098123,61.692,0.01245949,2.7808557,0.012067027,2.8188539,61.794125,2.6283588,2.7577367,2.804335,2.8408132,2.8888838,511.52954,38.134995,1075.2188,57.17862,1930.7477,128.32227,9855.199,408.13086,23488.61108,47815326139,88996993779,0.107462482,19007948626,0,1.614320825,-99,1.861265016,1.442137,1.7698497,10.94937534,2.65,2.679120415,nircam7-7154,nircam7--1,67905,2.81,8.5,0.02,8.3,2.7,10.74,2.43,-8.31,-0.2,61.7,0,15.92356688,1,25.085,0.0609,0.227496,0.033182997,8,0.644,0.7987,0.0257,53.643898,4.4446,1,23.7951,0.0298,0.222483,0.015857998,8,0.3334,0.8903,0.0154,35.8861,4.065,0,22.9828,0.0078,0.187809,0.003099,5.4024,0.0731,0.9431,0.0058,33.642303,3.172,0,22.5659,0.0013,0.106098,0.000246,2.6499,0.0158,0.9116,0.0021,-20.5633,0.8418,0,21.9618,0.0005,0.09207,0.000111,2.1243,0.0076,0.8881,0.0012,-18.2384,0.3846,0,21.5957,0.0005,0.08108699,9.30E-05,1.9927,0.0087,0.8533,0.0013,-21.9544,0.3112,0,1.03E+01,6.75E-01,7.12E-01,2.216993799,10.94949003
68229,7524,215.1151778,52.96071251,7,1.6,8.395,7.759,-63.48,4.703,4.14,243.7600678,6.275092777,888.1030107,13.49061213,1956.329221,16.80411597,3036.880066,17.05699046,3598.414322,11.51747945,4199.067901,23.09638576,4519.738059,17.17073722,37.28857492,33.92958084,47.13992448,60.01592599,152.4554156,38.30354782,304.5897427,32.85513094,0,1.46E+13,994.0303847,78.53889772,23.6225,2.503,-1,10.46,25.6526,-20.656189,-21.861591,-23.002686,3.191068276,-99,175.25448,24.3252671,277.500293,28.2673231,-99000,-99000,530.131745,34.3983124,1291.23191,40.5203623,0.180729133,23.17139515,1.00E+20,999999,1.00E+20,68229,215.1151778,52.96071251,-1,11,2.7787902,1.1093496,0.012129789,2.7787902,1.1093496,0.012129789,2.7808557,0.012174993,2.7808557,1.0990602,2.6495092,2.714946,2.7784195,2.8417487,2.8993363,498.18896,27.357239,1300.6078,41.953003,2092.5955,58.081543,4735.7095,153.19434,23175.96672,50867307137,66522288356,0.09506988,7649419087,0,0.303385516,-99,1.307761155,1.558228,0.8867494,10.82296718,2.77,2.733255165,nircam7-7524,nircam7--1,68229,2.78,8.3,0.02,9,0.6,10.62,0.36,-10.26,0.7,73,0,33.37595908,1,25.6452,0.1691,0.234606,0.073806,5.6085,0.9099,0.801,0.053,76.8914,9.0621,0,23.9264,0.047,0.26843998,0.023660999,6.2267,0.262,0.9002,0.0089,66.3591,0.1686,0,23.0317,0.0213,0.230346,0.009645,6.3282,0.1364,0.948,0.0098,25.594803,0.4092,0,22.6773,0.0107,0.16983,0.003423,5.1367,0.1091,0.8994,0.0056,8.785198,2.6384,0,22.5494,0.0068,0.144501,0.00183,4.7783,0.053,0.8564,0.0022,11.013699,0.2847,0,22.2967,0.0055,0.143316,0.00153,4.8167,0.0716,0.8682,0.0045,10.0089,1.348,0,1.00E+01,4.70E-01,3.41E-03,1.774722945,11.03371126
68556,8035,215.1336562,52.97382413,7,1.6,34.426,13.105,-49.87,14.527,23.44,1306.06718,26.59494907,2501.958271,44.56616337,3627.934377,55.11397204,4226.542544,46.49965646,4811.294224,33.27524362,5409.533409,77.08610473,5857.991462,63.90746514,496.2397501,110.5166015,810.4197423,268.1102886,0,2.52E+14,1326.950386,120.9712564,0,5.28E+13,2496.267264,308.038357,22.087,0.276,-1,8.74,0.362126,-14.833406,-16.720184,-18.243549,-999,-99,934.202411,58.6830739,1933.67662,89.9746733,-99000,-99000,3599.53881,97.36471,5311.0447,198.432086,0.037858872,22.50085144,1.00E+20,999999,1.00E+20,68556,215.1336562,52.97382413,-1,11,2.8468466,9.208496,0.09438614,2.8468466,9.208496,0.09438614,2.8188539,0.09078817,2.857234,9.222517,2.196227,2.6684117,2.8321607,2.879988,2.9214897,1964.7185,282.51288,3118.7954,323.89734,3731.3337,210.96936,6267.966,263.29248,23862.57299,94454850469,38849656524,16.94626875,81138560180,0,0.492342085,-99,0.411303986,0.6964094,0.56315637,10.58938718,2.86,2.465089717,nircam7-8035,nircam7--1,68556,2.85,8.3,0.02,8.6,0.5,10.44,1.51,-8.94,0.3,14.1,0,10.22222222,0,25.0302,0.0959,0.649884,0.101262,3.7282,0.3348,0.2862,0.0079,-4.0671005,0.8082,1,23.8509,0.0742,0.662673,0.066369,3.5769,0.1721,0.5095,0.0084,-9.457901,0.9073,1,22.9546,0.0283,0.65604293,0.026646,4.4041,0.0806,0.7308,0.0058,-26.716,0.882,0,23.2058,0.0113,0.250596,0.004719,3.1777,0.0594,0.6808,0.0037,-32.5172,0.5873,1,22.6716,0.0013,0.344973,0.000855,5.027,0.0078,0.6265,0.0004,-25.0255,0.0044,0,22.3104,0.0117,0.372309,0.009618,6.5236,0.1115,0.5939,0.0038,-28.9324,0.378,0,9.55E+00,2.84E-01,-6.92E-01,-99,10.59680101
68626,8236,215.1220817,52.96161786,7,1.6,24.07,8.314,-3.55,12.454,40.84,455.4288484,9.943451743,1134.037609,18.50622899,1917.355561,16.24176433,2982.638213,17.74155447,3778.367473,12.14596982,4488.721368,31.64943572,4853.891441,25.2558284,76.91451616,50.63317335,148.1260828,117.7449519,0.120284052,1.11E+14,636.5635262,57.7355475,0,2.50E+13,1025.606379,133.9789657,23.8294,1.581,-1,10.14,5.16198,-18.384759,-20.155772,-21.515376,92.65215151,-99,34.6475094,24.5785288,121.393213,33.318741,-99000,-99000,602.728046,44.8287244,1067.19165,54.7043728,0.085326465,23.19324336,1.00E+20,999999,1.00E+20,68626,215.1220817,52.96161786,-1,11,2.7096386,3.4280524,0.39594722,2.7096386,3.4280524,0.39594722,2.2218325,0.15535334,2.2218325,3.3577876,2.0084074,2.0943112,2.2205129,2.701826,2.756923,778.53076,24.220764,1351.1339,51.44641,1911.0446,35.73889,5017.607,160.9768,22481.08548,44525033832,31637615483,34.41592476,2.08E+11,0,1.031876298,-99,0.710557921,0.9749876,1.0480646,10.50020374,2.2,2.187110943,nircam7-8236,nircam7--1,68626,2.71,8.3,0.02,8.6,1.2,10.43,1.49,-8.94,0.3,50.4,0,16.98113208,1,23.9033,0.0189,1.9039799,0.029552998,0.2,0.0167,0.113,0.0023,49.901306,0.2008,1,23.8113,0.0285,0.731814,0.017802,1.2543,0.0281,0.3245,0.0023,42.247406,0.1402,0,23.3836,0.0131,0.587631,0.008892,0.9493,0.0177,0.2934,0.0017,38.699997,0.0933,0,23.031,0.0086,0.493059,0.005619,0.6211,0.0225,0.2539,0.0023,38.3919,0.2614,0,22.728,0.0068,0.48750296,0.004083,0.6565,0.0201,0.2392,0.0026,38.8273,0.2074,0,22.481,0.0057,0.475101,0.003744,0.6104,0.019,0.2288,0.0024,39.0869,0.1968,0,8.73E+00,5.32E-02,1.34E-01,0.529227625,10.94154516
69032,8791,215.1506394,52.98011789,7,1.6,6.787,5.293,-25.24,4.318,7.57,150.9920862,4.205396051,411.9474989,6.845801548,885.2775648,7.139420096,1628.061258,9.189445235,2326.867163,6.814437775,3074.144644,16.09284302,3398.174108,12.16518768,33.26283991,18.95529561,35.77910538,41.63988242,0,4.24E+13,197.5685232,16.74899678,0,1.01E+13,418.0188396,51.78904476,24.6936,2.034,-1,10.29,157.213,-18.432136,-20.274897,-22.009421,1.69001588,9.373,40.6624815,14.7516862,45.3511332,15.6762721,-99000,-99000,227.055144,18.4539831,481.481227,28.4600565,0.053023876,24.03230135,1.00E+20,999999,1.00E+20,69032,215.1506394,52.98011789,-1,11,2.904884,3.412522,0.017498622,2.904884,3.412522,0.017498622,2.8959997,0.01636862,2.8959997,3.4518366,2.7238867,2.8032274,2.8859503,2.9495547,3.0056257,316.8894,25.555939,619.2789,23.568024,997.98065,77.87555,3823.7798,252.23022,24450.17876,26128147253,35559062736,12.37563524,79356425819,0,1.276242632,-99,1.360948497,1.2455361,1.4584268,10.55095031,2.92,2.687151906,nircam7-8791,nircam7--1,69032,2.9,8.3,0.02,8.5,1.9,10.37,1.64,-8.73,0.2,88.2,0,20.13311148,1,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,3,24.7292,0.0132,0.203091,0.004203,1.4362,0.0351,0.6331,0.0091,35.8114,1.1354,0,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,3,23.4042,0.0004,0.115233,5.10E-05,1.8522,0.0018,0.7282,0,24.509598,0.0018,0,23.05,0.0009,0.089756995,0.000192,2.2962,0.0143,0.718,0.0017,26.247597,0.2316,0,22.6838,0.0013,0.072707996,0.000243,2.4233,0.0264,0.7175,0.0028,26.145699,0.3816,0,9.90E+00,7.00E-01,1.42E+00,1.267121436,11.29498849
70882,10960,215.089239,52.92941805,7,1.6,12.628,11.095,-63.66,7.875,12,419.5518954,9.46504393,900.1232518,16.8126835,2596.726989,17.08775542,4421.908184,17.99007289,5559.291567,14.80982132,6806.270323,37.28022332,7484.665478,28.70985103,83.67506728,54.91629097,225.6777604,108.9556612,0,1.05E+14,632.7549028,54.86119211,665.4851134,33.27072556,998.9752869,130.3644535,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2.214951279,22.86393427,-99,-99,-99,70882,215.089239,52.92941805,-99,12,3.4687057,8.1790695,0.023842666,3.4687057,8.1790695,0.023842666,3.436875,0.021810096,3.4814665,8.285554,3.254217,3.3382251,3.443347,3.530892,3.6745296,1226.8381,58.540344,2478.0876,65.26196,3562.3,636.64685,9378.739,1995.7571,30248.89576,1.25E+11,1.27E+11,35.16084523,2.20E+11,0,0.724677159,-99,1.018046055,1.157358,1.0510349,11.10376575,3.46,3.47610765,nircam7-10960,nircam7--1,70882,3.47,8.3,0.02,8.8,1,10.99,1.52,-9.47,0.5,37.3,0,2.285714286,0,24.4004,0.0298,2.8371358,0.071598,0.2,0.0207,0.1379,0.0041,-40.3187,0.3157,1,23.6825,0.136,1.595955,0.32828102,4.228,0.3515,0.7182,0.0263,-21.456,3.476,0,23.5751,0.0043,0.20038798,0.001458,0.8873,0.0129,0.7596,0.0044,-7.7207985,0.9039,1,22.9017,0.002,0.18162899,0.000795,0.9414,0.0112,0.7014,0.003,-11.2952,0.4569,1,22.5753,0.0014,0.16409099,0.000504,1.0913,0.0075,0.6727,0.0023,-10.149799,0.2991,1,22.1974,0.001,0.14292601,0.000252,1.283,0.0087,0.6406,0.0019,-11.119202,0.215,0,1.03E+01,4.77E-01,2.09E-01,-99,11.37466558
72642,12987,215.0914261,52.91999349,7,1.6,13.683,9.916,-23.12,6.779,12.12,1864.927345,11.15157132,4086.517458,21.63356143,5390.3273,23.05137702,7853.411888,27.08482985,12389.24138,24.88399143,15423.5906,57.32693399,18797.37991,52.52393417,830.6266539,38.85593406,1103.17499,96.08941844,0,8.77E+13,2197.914567,45.37828064,2997.376411,28.17496165,3986.102629,109.0863768,22.3096,2.398,2.47496438,11,1042.12,-22.033154,-23.131065,-24.301772,2.435545043,9.014,824.926284,39.6787241,1047.55076,57.6413805,3241.3802,96.0269609,2312.99261,56.8138434,4326.75162,51.7270472,0.071732286,22.07096216,2.4749644,7,2.4749644,72642,215.0914261,52.91999349,2.47496438,12,2.5583818,57.804935,0.001418407,2.5583818,57.804935,0.001418407,2.5606756,0.001440492,2.5606756,57.813866,2.5192802,2.5373716,2.5574832,2.5787082,2.6004426,2538.5664,67.39221,4274.375,122.92798,5262.708,106.95947,18785,184.42871,20971.36575,1.11E+11,81857690617,21.87174306,1.13E+11,0,1.174836448,-99,0.73590001,0.7915518,1.3815048,10.91305949,2.59,2.477294724,nircam7-12987,nircam7--1,72642,2.56,9.9,0.02,7.6,1.9,10.37,2.85,-7.53,-2.3,516,0,43.45991561,1,22.6748,0.0239,1.128213,0.060039002,8,0.1672,0.4295,0.0036,-18.0868,0.2738,1,22.7235,0.0024,0.253074,0.000819,0.688,0.0057,0.4994,0.0014,-10.813599,0.1725,0,-99,-99,-99,-99,-99,0,-99,-99,-99,-99,3,21.8172,0.0008,0.223356,0.000339,1.5926,0.0047,0.628,0.001,-7.1675987,0.1224,0,21.2834,0.0009,0.151026,0.000249,2.5313,0.0093,0.8868,0.0015,21.374,0.4736,0,20.8821,0.0006,0.125169,0.000183,2.8585,0.0107,0.6775,0.0011,-4.080101,0.1223,0,1.01E+01,4.96E-01,-5.00E-01,0.838441464,10.90258479
73456,13920,215.1416385,52.95102056,7,1.6,13.693,8.728,-50.66,10.243,37.16,500.0370472,8.087921251,1035.247133,11.59969204,2241.928431,11.43150508,4818.533987,14.13859032,7854.090216,11.9055992,10273.4789,28.39170493,12196.19107,22.92876294,79.84367107,41.51784822,121.9970662,87.08641773,0,8.83E+13,679.6060849,42.92497334,0,2.03E+13,1022.341769,110.5832341,23.4062,1.917,-1,10.62,203.324,-19.735645,-21.223373,-23.09559,5.41920218,-99,163.689849,32.6740278,209.071533,34.8897998,-99000,-99000,1006.26617,45.5892844,1575.82003,60.1530601,0.070897137,23.02344564,1.00E+20,999999,1.00E+20,73456,215.1416385,52.95102056,-1,11,3.0110307,21.079977,0.15786955,3.0110307,21.079977,0.15786955,3.0146506,0.15762329,3.0146506,21.237232,2.9553556,2.9905822,3.0189996,4.1531086,4.2457085,921.34436,17.572937,1645.7186,55.33789,2686.1343,102.21472,14996.939,1109.4243,25529.64716,74643475569,1.10E+11,93.15455392,5.92E+11,0,1.978123244,-99,1.475984749,1.1617644,1.8671873,11.04207372,1.93,2.407003225,nircam7-13920,nircam7--1,73456,3.01,8.3,0.02,8.2,2.4,10.84,2.58,-8.26,-0.1,195,0,-7.070707071,0,24.0265,0.01,0.778179,0.010329,0.9311,0.0206,0.5913,0.0061,-22.2587,0.9293,1,23.4439,0.0046,0.64761895,0.003069,0.832,0.0042,0.6161,0.0014,-11.0037,0.1355,0,22.9178,0.0029,0.517824,0.002172,0.7301,0.0061,0.5574,0.0016,-5.8363,0.2491,0,22.3091,0.0012,0.42124498,0.000528,0.8704,0.0036,0.4376,0.0007,-3.9746017,0.0716,0,21.8562,nan,0.359685,nan,0.9216,nan,0.3767,nan,-4.773102,nan,0,21.4495,0.0003,0.314391,6.60E-05,0.8698,0.0005,0.3447,0.0001,-4.4031982,0.001,0,9.70E+00,1.43E-01,1.48E+00,-99,11.76064604
